link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
1629,Culicidae,,Limnophora,,observed,"Pont, A. Nikita, V. and Werner, D.  2011.  The hunter-flies ofArmeniaI. Some species ofthe genus Limnophora Robineau Desvoidy, with the description ora new species. Article  in  Zoology in the Middle East, 52, 89-103.  DOI: 10.1080/09397140.2011.10638483",NA,NA,Culicidae,Diptera,Insecta,nectivore/haematophyte,Limnophor,NA,Muscidae,Diptera,Insecta,predator
1630,Algae,,Psychodidae ,,observed,"Ali, A., Kokyokomi,  M., and Alexander, J., 1991. VERTICAL-DISTRIBUTION OF PSYCHODA-ALTERNATA (DIPTERA, PSYCHODIDAE) IN SOIL RECEIVING WASTE-WATER UTILIZED FOR TURF CULTIVATION. Journal of the American Mosquito Control Association, 7, 287 - 289.",NA,NA,NA,NA,NA,producer,NA,NA,Psychodidae,Diptera,Insecta,herbivore/detritivore
1631,Detritus,,Psychodidae (l),larvae,observed- gut/stomach analysis,"Moraesa,  C., Lucena, S.,  Moreira, B., Brazil, R., Gontijob, N., and Genta, F. 2012. Relationship between digestive enzymes and food habit of Lutzomyia longipalpis (Diptera: Psychodidae) larvae: Characterization of carbohydrases and digestion of microorganisms, Journal of Insect Physiology 58.1136–1145.http://dx.doi.org/10.1016/j.jinsphys.2012.05.015",NA,NA,NA,NA,NA,NA,NA,NA,Psychodidae,Diptera,Insecta,herbivore/detritivore
1632,,,Psychodidae (l),larvae,,,,,,,,,NA,NA,Psychodidae,Diptera,Insecta,
1633,Simuliidae ,,Phoridae,,,"Werner, D. and Pont, C. 2003. Dipteran predators of Simuliid blackflies: a worldwide review.Medical and Veterinary Entomology (2003) 17, 115–132",NA,NA,Simuliidae,Diptera,Insecta,haematophyte/ nectivore,NA,NA,Phoridae,Diptera,Insecta,predator/fungivore
1634,Mimetus notius,eggs,Phoridae,,,"Guarisco, H. 2001. Description of the Egg Sac of Mimetus notius (Araneae, Mimetidae) and a Case of Egg Predation by Phalacrotophora epeirae (Diptera, Phoridae), The Journal of Arachnology, Vol. 29, pp. 267-269, https://www.jstor.org/stable/3706107",Mimetus,NA,Mimetidae,Araneae,Arachnida,predator,NA,NA,Phoridae,Diptera,Insecta,predator/fungivore
1635,Gasteracantha cancriformis,eggs,Phoridae,larvae,,"Muma, M., and Stone , K. 1971. Predation of Gasteracantha cancriformis (Arachnidae: Araneidae) Eggs in Florida Citrus Groves by Phalacrotophora epeirae (Insecta: Phoridae) and Arachnophaga ferruginea (Insecta: Eupelmidae).The Florida Entomologist , , Vol. 54, No. 4 , 305-310. https://www.jstor.org/stable/3493590",Gasteracantha,NA,Araneidae,Araneae,Arachnida,predator,NA,NA,Phoridae,Diptera,Insecta,predator/fungivore
1636,Fungal spores,,Phoridae,larvae,,"Garcia-Romera, C.,  and  Barrientos, J.  2017. Structure of scuttle fly communities (Diptera: Phoridae) in two habitats on a Mediterranean mountain. Eur. J. Entomol. 114: 203–214, doi: 10.14411/eje.2017.025",NA,NA,NA,NA,NA,NA,NA,NA,Phoridae,Diptera,Insecta,predator/fungivore
1637,,,Opacifrons coxata,,,,,,,,,,Opacifrons,Limosininae,Sphaeroceridae,Diptera,Insecta,
1638,,,Pseudocollinella humida,,,,,,,,,,Pseudocollinella ,Limosininae,Sphaeroceridae,Diptera,Insecta,
1639,Detritus,,Sphaeroceridae,,observed,"Beaulieu, F., and  Wheeler, T. 2002. Insects (Diptera, Coleoptera, Lepidoptera) reared from wetland monocots (Cyperaceae, Poaceae, Typhaceae) in Southern Quebec. Proceedings of the Entomological Society of Washington, 104, 300 - 308",NA,NA,NA,NA,NA,NA,NA,NA,Sphaeroceridae,Diptera,Insecta,detritivore
1640,,,Beris vallata,,,,,,,,,,Beris,Beridinae,Stratiomyidae,Diptera,Insecta,
1641,,,Nemotelus nigrinus,,,,,,,,,,Nemotelus,Nemotelinae,Stratiomyidae,Diptera,Insecta,
1642,Poaceae,,Stratiomyidae,,observed,"Hewitt, S., 1969. The effect of Australian solider fly on pasture crops and production, New Zealand Plant Protection, 22,  280-287. DOI: https://doi.org/10.30843/nzpp.1969.22.10425",NA,NA,Poaceae,Poales,NA,producer,NA,NA,Stratiomyidae,Diptera,Insecta,herbivore
1643,Phytolacca octandra,,Stratiomyidae,,observed,"Hewitt, S., 1969. The effect of Australian solider fly on pasture crops and production, New Zealand Plant Protection, 22,  280-287. DOI: https://doi.org/10.30843/nzpp.1969.22.10425",Phytolacca,Phytolaccoideae,Phytolaccaceae,Caryophyllales,NA,producer,NA,NA,Stratiomyidae,Diptera,Insecta,herbivore
1644,Solanum nigram,,Stratiomyidae,,observed,"Hewitt, S., 1969. The effect of Australian solider fly on pasture crops and production, New Zealand Plant Protection, 22,  280-287. DOI: https://doi.org/10.30843/nzpp.1969.22.10425",Solanum,Solanoideae,Solanaceae,Solanales,NA,producer,NA,NA,Stratiomyidae,Diptera,Insecta,herbivore
1645,Polygonum persicaria,,Stratiomyidae,,observed,"Hewitt, S., 1969. The effect of Australian solider fly on pasture crops and production, New Zealand Plant Protection, 22,  280-287. DOI: https://doi.org/10.30843/nzpp.1969.22.10425",Polygonum,Polygonoideae,Polygonaceae,Caryophyllales,NA,producer,NA,NA,Stratiomyidae,Diptera,Insecta,herbivore
1646,Amaranthus hybridus,,Stratiomyidae,,observed,"Hewitt, S., 1969. The effect of Australian solider fly on pasture crops and production, New Zealand Plant Protection, 22,  280-287. DOI: https://doi.org/10.30843/nzpp.1969.22.10425",Amaranthus ,Amaranthoideae,Amaranthaceae,caryophyllales,NA,producer,NA,NA,Stratiomyidae,Diptera,Insecta,herbivore
1647,Episyrphus balteatus,,Episyrphus balteatus,larvae,observed,"Branquart, E., Hemptinne J-L,   Bauffe, C.,  and; Benfekih, L. 1997. Canninbalism in EPISYRPHUS BALTEATUS (DIPT.: SYRPHIDAE) , Entomophagia 42 (1/2), 1997, 145-152",Episyrphus ,NA,Syrphidae,Diptera,Insecta,predator,Episyrphus ,Syrphinae,Stratiomyidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1648,Acyrthosiphon  pisum ,,Episyrphus balteatus,,,"Putra, N., and Yasuda, H.,2006. Effects of prey species and its density on larval performance of two species of hoverfly larvae, Episyrphus balteatus de Geer and Eupeodes corollae Fabricius (Diptera: Syrphidae), Appl. Entomol. Zool. 41 (3): 389–397 .  DOI: 10.1303/aez.2006.389",Acyrthosiphon,NA,Aphididae,Hemiptera,Insecta,herbivore,Episyrphus ,Syrphinae,Stratiomyidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1649,Metopolophium dirhodum,larvae,Episyrphus balteatus,,observed,"Tenhumberg, B., and  Poehling, H. 1995 Syrphids as natural enemies of cereal aphids in Germany: Aspects of their biology and efficacy in different years and regions. Agriculture, Ecosystems and Environment, 52, 39-43  ",Metopolophium,NA,Aphididae,Hemiptera,Insecta,herbivore,Episyrphus ,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1650,Aphis craccivora,,Eupeodes corollae,larvae,,"Putra, N., and Yasuda, H.,2006. Effects of prey species and its density on larval performance of two species of hoverfly larvae, Episyrphus balteatus de Geer and Eupeodes corollae Fabricius (Diptera: Syrphidae), Appl. Entomol. Zool. 41 (3): 389–397 .  DOI: 10.1303/aez.2006.389",Aphis,NA,Aphididae,Hemiptera,Insecta,herbivore,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1651,Spodoptera frugiperda ,larvae,Eupeodes corollae,larvae,observed,"Li, H.,  Jiang, S., Zhang, H.,  Geng, T.,  Wyckhuys, K., and Wu, and K. 2021. Two-way predation between immature stages of the hoverfly Eupeodes corollae and the invasive fall armyworm (Spodoptera frugiperda J. E. Smith)Journal of Integrative Agriculture , 20(3): 829–839, doi:10.1016/S2095-3119(20)63291-9",Spodoptera ,NA,Noctuidae,Lepidoptera,Insecta,herbivore,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1652,Eupeodes corrollae  ,larvae,Eupeodes corollae,larvae,observed,"Li, H.,  Jiang, S., Zhang, H.,  Geng, T.,  Wyckhuys, K., and Wu, and K. 2021. Two-way predation between immature stages of the hoverfly Eupeodes corollae and the invasive fall armyworm (Spodoptera frugiperda J. E. Smith)Journal of Integrative Agriculture , 20(3): 829–839, doi:10.1016/S2095-3119(20)63291-9",Eupeodes,NA,Syrphidae,Diptera,Insecta,predator,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1653,Sitobion miscanthi,,Eupeodes corollae,,observed,"Jiang, S., Li, H., Wang, H., Liu, X. and Wu, K. 2024. Predation and Biocontrol Potential of Eupeodes corollae Fabricius (Diptera: Syrphidae) on Wheat Aphids. Agronomy, 14, 600. https://doi.org/10.3390/ agronomy14030600",Sitobion,NA,Aphididae,Hemiptera,Insecta,herbivore,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1654,Schizaphis graminum ,,Eupeodes corollae,,observed,"Jiang, S., Li, H., Wang, H., Liu, X. and Wu, K. 2024. Predation and Biocontrol Potential of Eupeodes corollae Fabricius (Diptera: Syrphidae) on Wheat Aphids. Agronomy, 14, 600. https://doi.org/10.3390/ agronomy14030600",Schizaphis,NA,Aphididae,Hemiptera,Insecta,herbivore,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1655,Rhopalosiphum padi,,Eupeodes corollae,,observed,"Jiang, S., Li, H., Wang, H., Liu, X. and Wu, K. 2024. Predation and Biocontrol Potential of Eupeodes corollae Fabricius (Diptera: Syrphidae) on Wheat Aphids. Agronomy, 14, 600. https://doi.org/10.3390/ agronomy14030600",Rhopalosiphum,NA,Aphididae,Hemiptera,Insecta,herbivore,Eupeodes,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1656,Macrosiphum euphorbiae,larvae,Sphaerophoria scripta,,observed,"Diaz, B., Legarrea, S.,  Marcos-Garcia, M., and  Fereres, A. 2010. The spatio-temporal relationships among aphids, the entomophthoran fungus, Pandora neoaphidis, and aphidophagous hoverflies in outdoor lettuce, Biological Control 53, 304–311. doi:10.1016/j.biocontrol.2009.12.002", Schizaphis,NA,Aphididae,Hemiptera,Insecta,herbivore,Sphaerophoria,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1657,Acyrtosiphon lactucae,larvae,Sphaerophoria scripta,,observed,"Diaz, B., Legarrea, S.,  Marcos-Garcia, M., and  Fereres, A. 2010. The spatio-temporal relationships among aphids, the entomophthoran fungus, Pandora neoaphidis, and aphidophagous hoverflies in outdoor lettuce, Biological Control 53, 304–311. doi:10.1016/j.biocontrol.2009.12.002",Macrosiphum ,NA,Aphididae,Hemiptera,Insecta,herbivore,Sphaerophoria,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1658,Nasonovia ribisnigri,larvae,Sphaerophoria scripta,,observed,"Diaz, B., Legarrea, S.,  Marcos-Garcia, M., and  Fereres, A. 2010. The spatio-temporal relationships among aphids, the entomophthoran fungus, Pandora neoaphidis, and aphidophagous hoverflies in outdoor lettuce, Biological Control 53, 304–311. doi:10.1016/j.biocontrol.2009.12.002",Nasonovia,NA,Aphididae,Hemiptera,Insecta,herbivore,Sphaerophoria,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1659,Detritus,,Syritta pipiens,,,"Perez-Banon, C and  Marcos- Garcia, M.  2000. Description of the immature stages of Syritta flaviventris (Diptera: Syrphidae) and new data about the life history of European species of Syritta on Opuntia maxima. Eur . J . Entomology,  97: 131-136 ",NA,NA,NA,NA,NA,NA,Syritta ,Eristalinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1660,,,Xanthogramma citrofasciatum,,,,,,,,,,Xanthogramma,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1661,Syrphinae,larvae,Syrphinae,larvae,,"Belliure, B and Michaud, J. 2001. Biology and Behavior of Pseudodorus clavatus (Diptera: Syrphidae), an Important Predator of Citrus Aphids, Annals of the Entomological Society of America, Volume 94, Issue 1, 1 January 2001, 91–96. https://doi.org/10.1603/0013-8746(2001)094[0091:BABOPC]2.0.CO;2",NA,Syrphinae,Syrphidae,Diptera,Insecta,predator,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1662,Toxoptera citricida,larvae,Syrphinae,,,"Belliure, B and Michaud, J. 2001. Biology and Behavior of Pseudodorus clavatus (Diptera: Syrphidae), an Important Predator of Citrus Aphids, Annals of the Entomological Society of America, Volume 94, Issue 1, 1 January 2001, 91–96. https://doi.org/10.1603/0013-8746(2001)094[0091:BABOPC]2.0.CO;2",Toxoptera,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1663,Aphis spiraecola,larvae,Syrphinae,,,"Belliure, B and Michaud, J. 2001. Biology and Behavior of Pseudodorus clavatus (Diptera: Syrphidae), an Important Predator of Citrus Aphids, Annals of the Entomological Society of America, Volume 94, Issue 1, 1 January 2001, 91–96. https://doi.org/10.1603/0013-8746(2001)094[0091:BABOPC]2.0.CO;2",Aphis,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1664,Aphididae,,Syrphinae,,,"Valentine, E. 1967 Biological control of aphids,  Proceedings of the NZ Weed and Pest Control Conference 20: 204-207. https://doi.org/10.30843/nzpp.1967.20.10159",NA,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1665,Lepidoptera,larvae,Syrphinae,,,"Valentine, E. 1967 Biological control of aphids,  Proceedings of the NZ Weed and Pest Control Conference 20: 204-207. https://doi.org/10.30843/nzpp.1967.20.10159",NA,NA,NA,Lepidoptera,Insecta,herbivore,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1666,Pastinaca,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Pastinaca,Apioideae,Apiaceae,Apiales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1667,Sambucus,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Sambucus,NA,Adoxaceae,Dipsacales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1668,Filipendula,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Filipendula,Rosoideae,Rosaceae,Rosales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1669,Aster,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Aster,Asteroideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1670,Pontilla,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Pontilla,Rosoideae,Rosaceae,Rosales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1671,Allium,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Allium,Allioideae,Amaryllidaceae,Asparagales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1672,Aegopodium,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Aegopodium,Apioideae,Apiaceae,Apiales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1673,Calluna,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Calluna,Ericoideae,Ericaceae,Ericales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1674,Caltha,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Caltha,Ranunculoideae,Ranunculaceae,Ranunculales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1675,Senecio,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Senecio,Asteroideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1676,Solidago,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Solidago,Asteroideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1677,Rubus,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Rubus,NA,Rosaceae,Rosales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1678,Cirsium,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Cirsium,Carduoideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1679,Euphorbia,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Euphorbia,Euphorbioideae,Euphorbiaceae,Malpighiales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1680,Leontodon,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Leontodon,Cichorioideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1681,Anthriscus,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Anthriscus,Apioideae,Apiaceae,Apiales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1682,Chaerophyllum,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Chaerophyllum,Apioideae,Apiaceae,Apiales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1683,Rosa,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Rosa,Rosoideae,Rosaceae,Rosales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1684,Convolvulus,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Convolvulus,,Convolvulaceae,Solanales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
1685,Matricaria,,Syrphinae,,,"Branquart, E. and Hemptinne, J.. 2000. Selectivity in the exploitation of  flooral resources by hoverflies (Diptera: Syrphinae).Ecography 23: 732-742.",Matricaria,Asteroideae,Asteraceae,Asterales,NA,producer,NA,Syrphinae,Syrphidae,Diptera,Insecta,adults nectivore; larvae aquatic predator
